0,1,2,3,4,5,6,7,8,9
-4.941053939992518,-0.01053604250150908,-3.8148041306564746,-2.0395296465976047,-4.132438478762811,-1.1716046400138476,1.321999398563361,-0.2970371515593619,1.9554438397410185,0.5267394929137212
-3.6511758117037463,-0.7758562550833334,-2.3268193057183093,1.494847067808829,1.338999105852289,-4.965195886946889,-4.531372086408931,-0.08825616934741463,0.10106279537398205,-1.6101797015915758
-0.45058592705928757,-1.1869552616252175,0.09884359719490465,1.5015226760539906,1.279003970018517,-2.5320231982459056,-5.193149377274795,-0.6364878836204272,-0.27503641263221706,1.8865002179343917
-1.7257230068607143,-4.601525938164819,-7.667988917725767,1.0232967289370802,0.8619492770579487,-3.3774529310416943,-4.224451826296159,1.118723097162179,1.009505493608107,-0.5599241291389184
-1.6526728991182653,-1.2767676548809244,-0.9850389828683179,1.4819303865853661,-1.607398636253177,-1.792156832334563,-2.3654967700427454,-0.008830438924814926,0.3014319498076921,-1.7368149137212014
-0.819302146021395,-2.783073189134643,-1.4131021073840748,2.1119776039657077,-0.5259818982368383,-1.9419134875912802,-4.695390981664962,-0.6731289469256996,0.667592188577066,2.7469762836367524
-0.6885370586806114,-3.4045467837460457,-1.0510347698285307,1.711382693191005,-2.8753225802722473,0.002932547031000876,-2.877479593947471,0.8417969014337506,-1.3389785352828587,0.12736750334019215
-1.259843157593742,-1.7747702697686059,-3.043207153464575,0.867862261248054,-0.546756701827326,-0.8993318520942086,-2.2321379167094624,-1.0221101878379926,-2.6193828282686975,-0.7839802638136357
-4.3359686837726485,-1.7785479693617874,-1.8854034357052347,2.237009197356059,-3.0690210954484467,-5.872297577672599,-2.251119351771238,-0.35378982748931725,0.21426929190980235,-1.0700434891611372
-1.8813736679653688,-0.6038892642955336,-0.782428873355657,1.739015441066888,-0.23442888098163972,-2.6224446971264723,-2.7173924712662005,1.3503844370048363,0.9957801574266992,-0.37872538607408396
-3.5588759292460206,-1.276951032979683,-5.202280464879575,-0.14638124932931573,0.19100888539433125,-2.399577985163483,-2.456626992716327,0.4291023226254771,0.838559109344813,0.7886080539326197
-5.1026800499521645,-4.005989794881157,-3.5526041758120774,1.4491277884288958,-4.6658271986509,-3.1289235247986413,-2.753381899446402,-0.48995041768784237,0.32147630717184816,0.47264787002524294
