0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-2.3863292907514033,-0.6702644981416872,0.5908508937691686,-1.953686997637081,-0.8622038291385272,1.0812746469379484,2.8766635330319184,0.5268128095892305,-1.420169713298295,0.18488329631411185,0.35075308898791085,-0.6283120218294571,2.2415755529374257,-0.6850992979949218,-0.43682981335110943,-1.0569368404862856,0.11349120260069635,-0.36349594507735977,0.604841067506777,0.008700175049201434,0.3268271807765414,0.8670001964564574,-1.429361972825907,0.4326235470338923,0.0637923323691106,-1.0911868046194428,0.38985929284751064,-0.2520160526217392,0.9673074623118367,0.2772046935591876,0.8079544641369297,0.21286274303055722,0.484232185128724,1.2938939359103552,1.416295877261327,1.6877697354630037,-1.0674976770897948,0.16329482060866005,-0.30120327144736386,-0.14795000946203657,0.4902431161353606,1.7422530327816559,1.2801175579710686,-1.4703763735173734,-0.06085970053488712,0.10718592950892647,-1.1576006149980564,-0.46041579444783653,0.4230260146791378,0.199276461361471
-1.220743097767194,-0.18828421581473878,-0.40830551402541077,1.0651038660234786,-0.9185058982918202,0.8010883845575811,-0.19695048867899956,-1.4288856514219632,0.42059153981795283,-0.7083833558361969,-1.5849548900618105,1.1651604048704598,-0.5513669443216846,-1.8167865403715298,-0.4874696188182395,0.32265899250375674,-0.12665244338100914,1.4046532254650343,-0.6715108630496166,-0.10778030191044674,-0.2661591825146243,-2.45158169729804,0.16740542804135836,-0.03248513848672771,-1.551727144309641,0.6473607415265813,1.9339941097734787,1.102228673733172,0.5549853410458224,-0.4516682807339688,-1.516159539275174,-0.6508468488884654,1.3017120843897472,0.9660575097194307,0.18375293364521914,0.12929262394770002,-1.0022495869638284,0.41401805700915806,-0.6042122426607534,1.092593114547424,1.6502773706910248,-1.400650778545013,-1.658177362233102,-1.116428119897055,-2.1671516814243015,0.7841468779335273,-0.5770635190679999,0.7529446369906252,-0.2728087008767754,0.6584767301553526
-2.1904460155123133,-1.064791922123497,0.1863700459291698,-1.2014309154972007,-1.4188949133609488,-1.7536558839348075,-0.35666379840076445,0.13067260209741427,-1.7730611245918313,0.550889035573657,0.2058037159590483,-0.17206535885119492,0.7416821001353311,0.42710674783043695,1.0702791427381804,-1.5911012440882244,-0.3681621619827579,-0.3365703112676454,-2.9551284245289096,0.8811534090515135,0.07762728528724261,-0.8737884605928061,1.7587201220041817,-0.5624425942838545,-0.003568846427624938,-0.11090838741474203,0.3254757955289407,-0.0882879989046421,-1.0396030166311594,-1.0431457558815214,1.4219715381555187,1.8402332026025787,-0.590790685932423,-0.8659249465151571,0.06119520515829659,1.4319480201466237,0.5166245784776085,-0.839874762415935,1.4131716144905642,-0.02873466469895603,1.4912608194899095,-0.32518025912732473,0.8446662193070869,-1.3865529120839137,1.227151470680146,0.25417010308917004,0.49953301060352295,0.20275769751371095,-1.4261474754755232,1.9016818571858933
-1.7968891520981944,-0.7330048915765355,1.5005686721672618,0.016990450229857186,-0.7820349625989034,0.4402703660824044,0.26340090860229537,-0.8130557771933448,1.2961601540575727,-0.03700731029420908,0.5183088863852601,-0.9178541099092198,-1.269566229521369,1.5177416249497127,0.48015976391109116,-0.309249017269867,-0.805655542277617,-1.5814779883307866,-1.4089047582042233,0.2305149285232762,0.4685938166830428,-0.2844353381050975,-0.20747837660933896,0.5043730604145795,-0.17140975643135176,1.1190068163303841,-1.225478545959896,1.2113900001463802,0.9433348484577786,-1.2366908005423165,0.23835162373450713,-1.389103560115008,0.05654417899960798,0.8328055521473982,2.144714804779745,0.6972161943419705,0.2326227702297532,0.45916276564470887,-0.7448227252466241,0.16023907929826392,-1.1521488721587405,-1.713584364513469,-1.3486341882895065,-1.1060341612800033,-0.7115529292799176,-0.22155124975452686,-0.1608250600424826,1.1494529864938559,-1.4180583306562708,1.7846679249829127
-2.3171699344544434,0.48495184620224885,0.1067189924980746,0.04548641801679719,1.6214761039702013,-1.1192934193373052,-0.3239925632360639,0.3637846618698825,-1.9153489152598342,-0.6596428459001585,-0.14819388999901606,0.7296186700362307,0.20739429472063833,0.46896697857244074,0.8573175568326449,-0.6188283788357583,-0.4241327930616219,-0.8210217469987189,-0.7325826214705168,-0.7222903940130795,-0.17017084609208752,0.25594364258521085,0.1979842408455865,-0.13125989786406755,0.6273027983041558,-0.659783771266635,-0.30924670315516567,-0.2103306162245358,-1.3375322511077463,-0.5738754369680087,-0.9207706716109096,-0.21994755528644366,-1.7472434059425601,2.6555330049041967,0.5852555536602518,0.056352589766680124,0.40407628896048825,0.49956732884957095,-1.0924556227735047,-0.030146323358617194,-1.3852452113603868,-1.9129856882754008,0.6011603860847419,1.3440837004184356,-1.0378384448319249,-0.8455228864511767,-0.6152991048201122,-0.5828302925670298,0.9281591960534821,-0.8105389232938549
-0.4425620064949569,-0.24323390489073052,1.990210132090917,-0.29119199003078344,-0.05908496262670133,-1.7406333961131464,-0.6834661604435261,-1.2604543956909593,-0.4144996551448552,0.7224269224213796,0.31602455882287267,0.9981731277390635,0.9713051199123869,0.310403805540907,-0.7681105231785879,0.17560560780426734,-0.31756749047484095,-0.25231727374028273,-1.5082763707021392,-1.6824323200953037,-0.6196297185811555,2.378812981931346,-0.9805604229352676,-0.6135436460395832,-0.7039254990159617,0.15517696000654435,0.6680483982060637,0.5565820033671577,-0.7030962363435467,-1.2517707132943987,1.0347994382905776,-0.9223531480836225,0.8571588481953708,0.4630750014231814,0.5734442543520266,0.8967821931914878,0.46797950198676946,1.2490486993543615,-0.5991486958732704,0.8110922748301885,1.0117169306385239,-0.2753760300760826,1.061046170391862,-0.39263127722683205,1.0005061205706316,0.24525417930897442,0.5435764486494283,0.24950878760074202,1.3668926585687438,0.04353064445634872
-1.9147644016243275,1.5891063759211177,-0.7457898777400462,-0.18932340686626628,-0.15173244494069327,-0.7788939586928826,-1.0904967179992973,0.07807623492368082,0.8347098533327766,-0.6718045831104065,-0.11517776158439502,-0.010084426838550016,0.46650019957942745,-0.17011866350977065,1.4084132610887932,1.331825226419419,0.5059614803560599,2.0042608348744118,1.1271190052812126,-0.7101211189985096,-1.178584833457382,0.873195653201794,-0.02487959552208375,-1.712594609989224,0.13863962838370522,-0.4759085681190634,1.4384038171602047,-0.305496103715555,0.4794588409158252,0.8091476262084515,0.6498151484524131,-0.7157700513850216,-1.473689367364428,1.5428733977468627,-1.7979198849148403,-0.8936543330186388,0.31737707289605993,-0.41722544129071626,-0.29756612467766225,-0.31014326412492255,-0.20270626666392733,-0.011863598513128888,-0.32505352288466915,-0.7457865070383617,1.8902261548506432,1.3582055925744974,-1.2144643878232557,1.359176390695046,0.9196640135339121,0.721449060356875
-1.489601285173252,0.43429095251562205,0.11466884160204711,-1.5810991345068495,-0.531258737375887,-0.008537119449253311,1.164329748981624,0.3569182571125465,1.4719799860416574,0.0032321472417373514,-0.5675759664997637,-1.7336723532858118,-0.9321318043153198,0.6514000119993959,-0.13373797798976134,0.6406754377701034,-0.35305407301755637,2.025550129036621,-0.9174467544931095,-1.5988454197952784,-0.4647556252863484,1.6974815769405944,0.4065139993031177,0.29413226135403664,0.4866083425784095,-1.5708159916262654,-0.9719554700100381,1.0590997750768394,0.7305962377541569,-0.37926009038029945,-0.4513267338016721,1.2188255119338527,0.4244534349175469,0.9577891005913882,-0.1810551011568012,-1.764295004367402,-0.14272230037066344,1.5106728793045558,0.530203703940469,0.08487988791216089,-0.19509585701186788,-0.6839786384188895,-0.9194287631335051,1.1468452844100019,1.9884222399208735,0.37146678673245836,1.1286053147818562,0.598543748003671,1.2087142946348632,-0.5680566660887602
-1.8410560602375567,0.6621837772373099,1.1791371769163281,0.6500374692613796,-0.48527452446039204,0.12743685909945118,-0.3257160368350931,0.09722159947494978,-0.7930497973356384,-0.35122743389393024,-0.05748157073590911,0.5592743235172383,2.0354205729021206,-2.0146405183344895,-0.8512512552705307,0.3285821699347114,-0.8131362479208248,1.2192700133606793,-0.22896748856003857,-1.2891710628314272,-0.9533512471321351,0.6336496153009791,-0.9172265512549967,-0.048915126437680985,0.6139612267291715,-0.7609764326575889,-0.012761371747122996,0.21223325903757873,-0.24913715570135192,-0.30799094476720645,0.17288848062039797,-2.54404834947072,1.9413675262534302,1.1098485542040806,-0.999857977191461,-1.5049132416592292,0.2576760481598447,0.4932727981537886,0.055365611655784394,-1.0619677666195857,-0.8170064890209184,-0.13318439245743466,1.246516274282547,1.5170534080373748,-0.8976921558089148,0.0019372054848115802,0.9100644832671922,0.2147342569046576,-0.06607120613111162,-1.5877136410209707
-2.509341170619789,-0.3309629408000834,-0.02518083281915508,-0.11560728397624227,-1.0568069961551638,-0.2808958475189471,-0.18729709077433637,-2.053354056853662,-1.6802278200144423,-0.004189460264894119,-0.6340522260848749,0.9557310804188686,-0.9089721342004987,-0.3063418235566581,-0.2898832466293274,0.17408091837115677,1.5999045467971669,-0.5352970301675948,1.1512711495245973,-0.12802254429188273,1.239009249405823,-0.8717483321577608,0.4699302694994448,-0.3667323820885748,0.3160937115968633,-0.8010945527144322,-0.1412897441204388,-1.6786645527722468,1.1718572331451684,-0.8170472130570725,0.07061198445295623,0.9922443343397654,-2.0641251299806127,0.4590646582624741,-1.3424989328945147,-0.1866670250382089,0.07082371700552549,-0.6699981887187075,-0.9293063050676149,-0.14404785701832526,0.5400026724255448,-1.5951317757865426,0.031244341748367307,-0.03435344317753741,-0.7173049375572706,-1.737405919574017,-0.15676136288533707,0.9699732041526915,-1.2060504681179207,1.3149640882054763
